"Find School/District Results"
"Your search returned         2334 result(s)."

"OrganizationType","District","OrganizationCode","OrganizationName","Street","City","State","ZIP","Phone","Fax","Website","Education Program","Program Type","School Type","Inter-District Magnet","NCES Code","Designated High School","Agricultural Science and Technology (ASTE)","Title I Type","State Board of Education Approved","For Profit","Pre Kindergarten","Kindergarten","Grade 1","Grade 2","Grade 3","Grade 4","Grade 5","Grade 6","Grade 7","Grade 8","Grade 9","Grade 10","Grade 11","Grade 12"
"Public Charter School Districts","Achievement First Hartford Academy District",="2880013","Achievement First Hartford Academy District","470 James Street, Suite 007","New Haven","CT",="06513","860-695-5280",,"https://www.achievementfirst.org/schools/connecticut/",,,,,="0900212",No,No,,No,No,,,,,,,,,,,,,,
"Public Charter Schools","Amistad Academy District",="2795113","Amistad Academy","130 Edgewood Avenue","New Haven","CT",="06511","203-772-7000","203-772-2520","https://www.achievementfirst.org/schools/connecticut/",,,"Charter School",,="090002400981",No,No,"Schoolwide",No,No,="0",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1"
"Public Charter School Districts","Amistad Academy District",="2790013","Amistad Academy District","470 James Street, Suite 007","New Haven","CT",="06513","203-773-3223",,"https://www.achievementfirst.org/schools/connecticut/",,,,,="0900024",No,No,,No,No,,,,,,,,,,,,,,
"Public Schools","Andover School District",="0010111","Andover Elementary School","35 School Rd.","Andover","CT","06232-1526","860-742-7339",,"http://www.andoverelementaryct.org/",,,"Traditional/General Education",,="090003010001",No,No,"Targeted Assistance",No,No,="1",="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0"
"Public School Districts","Andover School District",="0010011","Andover School District","35 School Road","Andover","CT",="06232","860-742-7339","860-742-8288","http://www.andoverelementaryct.org",,,,,="0900030",No,No,,No,No,,,,,,,,,,,,,,
"Nonpublic Elementary and Secondary Schools","Ansonia",="0020121","Assumption-Ansonia","51 North Cliff Street","Ansonia","CT",="06401","203-734-0855","203-734-5521","http://www.assumptions.homestead.com/assumptions.html","Standard Non-Public",,,,,No,No,,Yes,No,="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0"
"Program","Ansonia School District",="0021011","Ansonia 18-21 Transition Program","20 Pulaski Highway","Ansonia","CT",="06401","203-736-5060","203-736-5068","http://www.ansonia.org",,"Public Transition Program",,,,No,No,,No,No,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1"
"Public Schools","Ansonia School District",="0026111","Ansonia High School","20 Pulaski Hwy.","Ansonia","CT","06401-2561","203-736-5060",,"http://www.ansonia.org/schools/high/high.asp",,,"Traditional/General Education",,="090006010002",No,No,,No,No,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1"
"Public Schools","Ansonia School District",="0025111","Ansonia Middle School","115 Howard Ave.","Ansonia","CT",="06401","203-736-5070",,"http://www.ansonia.org/schools/middle/middle.asp",,,"Traditional/General Education",,="090006010008",No,No,"Schoolwide",No,No,="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="0",="0",="0",="0"
"Public School Districts","Ansonia School District",="0020011","Ansonia School District","42 Grove Street","Ansonia","CT",="06401","203-736-5095",,"http://www.ansonia.org",,,,,="0900060",No,No,,No,No,,,,,,,,,,,,,,
"Public Schools","Ansonia School District",="0020311","Mead School","75 Ford St.","Ansonia","CT","06401-2699","203-736-5090",,"http://www.ansonia.org/schools/mead/mead.asp",,,"Traditional/General Education",,="090006000005",No,No,"Schoolwide",No,No,="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0"
"Program","Ansonia School District",="0020111","P.A.C.E. (Positive And Creative Education)","20 Pulaski Highway","Ansonia","CT",="06401","203-736-5060","203-736-5068","http://www.ansonia.org/",,"Alternative",,,="090006001678",No,No,,No,No,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1"
"Program","Ansonia School District",="0020411","P.A.C.E. - PM (Positive And Creative Education - PM)","20 Pulaski Highway","Ansonia","CT",="06401","203-736-5060","203-736-5068","http://www.ansonia.org",,"Alternative",,,,No,No,,No,No,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1"
"Public Schools","Ansonia School District",="0020811","Prendergast School","59 Finney St.","Ansonia","CT",="06401","203-736-5080",,"http://www.ansonia.org/schools/prendergast/prendergast.asp",,,"Traditional/General Education",,="090006001020",No,No,"Schoolwide",No,No,="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0"
"Regional Education Service Center Schools","Area Cooperative Educational Services",="2445114","ACES Chase Academy","565 Chase Parkway","Waterbury","CT",="06708","203-639-8403",,"http://www.aces.org",,,"Traditional/General Education","Yes",="090007001358",No,No,"Schoolwide",No,No,="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1",="1",="0",="0"
"Program","Area Cooperative Educational Services",="2449900","ACES Educational Center for the Arts - Part Time","55 Audubon Street","New Haven","CT",="06510","203-777-5451",,"http://www.aces.org",,"Part-time Magnet",,"Yes",,No,No,,No,No,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1"
"Program","Area Cooperative Educational Services",="2449414","ACES Mill Road School","295 Mill Road","North Haven","CT",="06473","203-234-0303",,"http://www.aces.org",,"Special Education",,,="090007001505",No,No,,No,No,="0",="1",="1",="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0"
"Program","Area Cooperative Educational Services",="2440714","ACES Perry Hill NEST: Nurturing Early Support and Transition","60 Perry Hill Road","Shelton","CT",="06484","203-498-6800",,"http://www.aces.org/schools-programs",,"Special Education-Pre-K Only",,,,No,No,,No,No,="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
"Program","Area Cooperative Educational Services",="2440514","ACES at Ansonia Middle School","115 Howard Avenue","Ansonia","CT",="06401","203-736-5070",,"http://www.aces.org",,"Special Education",,,,No,No,,No,No,="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="0",="0",="0",="0"
"Program","Area Cooperative Educational Services",="2440414","ACES at Mead Elementary School","75 Ford Street","Ansonia","CT",="06401","203-736-5090 x4229",,"http://www.aces.org",,"Special Education",,,,No,No,,No,No,="0",="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0"
"Regional Education Service Center School Districts","Area Cooperative Educational Services",="2440014","Area Cooperative Educational Services","350 State Street","North Haven","CT",="06473","203-498-6817",,"http://www.aces.org",,,,,="0900070",No,No,,No,No,,,,,,,,,,,,,,
"Program","Area Cooperative Educational Services",="2440814","Brightwell Academy","261 Skiff Street","Hamden","CT",="06517","203-498-6800",,"https://www.aces.org/schools-programs/alternative-education/the-bridge-at-aces",,"Special Education",,,,No,No,,No,No,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1"
"Program","Area Cooperative Educational Services",="2440114","CREATE at Whitney Academy","130-A Leeder Hill Drive","Hamden","CT",="06517","203-281-3577","203-248-8312","http://www.aces.org",,"Public Transition Program",,,,No,No,,No,No,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1"
"Program","Area Cooperative Educational Services",="2449614","Center for Autism Spectrum and Development Disorders","26 Old Post Rd.","Northford","CT",="06472","203-484-9501",,"http://www.aces.org",,"Special Education",,,="090007001588",No,No,,No,No,="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1",="1",="1",="1"
"Regional Education Service Center Schools","Area Cooperative Educational Services",="2440614","The Bridge at ACES","261 Skiff Street","Hamden","CT",="06517","203-507-5545",,"http://www.aces.org",,,"Alternative School",,="090007011244",No,No,,No,No,="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1",="1",="1",="1"
"Program","Area Cooperative Educational Services",="2449514","Village School","31 Temple St.","North Haven","CT",="06473","203-234-7611",,"http://www.aces.org",,"Special Education",,,="090007001499",No,No,,No,No,="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0"
"Program","Area Cooperative Educational Services",="2449214","Whitney Academy","130-A Leeder Hill Drive","Hamden","CT",="06517","203-281-3577","203-248-8312","http://www.aces.org",,"Special Education",,,="090007001502",No,No,,No,No,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1"
"Program","Area Cooperative Educational Services",="2449114","Whitney High School North","130-B Leeder Hill Drive","Hamden","CT",="06517","203-407-4500","203-407-4592","http://www.aces.org",,"Special Education",,,="090007001490",No,No,,No,No,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1"
"Regional Education Service Center Schools","Area Cooperative Educational Services",="2440314","Wintergreen Interdistrict Magnet School","88 Bassett Road","North Haven","CT",="06473","203-281-9668","203-281-7946","http://www.aces.org",,,"Traditional/General Education","Yes",="090007000884",No,No,"Schoolwide",No,No,="0",="1",="1",="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0"
"Public Schools","Ashford School District",="0030111","Ashford School","440 Westford Rd.","Ashford","CT","06278-1113","860-429-6419",,"http://www.school.ashfordct.org",,,"Traditional/General Education",,="090009000010",No,No,"Targeted Assistance",No,No,="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0"
"Public School Districts","Ashford School District",="0030011","Ashford School District","440 Westford Rd.","Ashford","CT",="06278","860-429-1927","860-429-3651","http://www.ashfordct.org",,,,,="0900090",No,No,,No,No,,,,,,,,,,,,,,
"Nonpublic Elementary and Secondary Schools","Avon",="0046121","Avon Old Farms School","500 Old Farms Road","Avon","CT",="06001","860-404-4271","860-404-4135","http://www.avonoldfarms.com","Standard Non-Public",,,,,No,No,,Yes,No,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1"
"Nonpublic Elementary and Secondary Schools","Avon",="0040221","Farmington Valley Academy Montessori","150 Fisher Drive","Avon","CT",="06001","860-677-2403","866-215-4638",,"Standard Non-Public",,,,,No,No,,Yes,No,="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0"
"Nonpublic Elementary and Secondary Schools","Avon",="0046921","Oak Hill School at Farmington Valley Montessori","150 Fisher Drive","Avon","CT",="06001","203-284-4456",,"https://oakhillschool.oakhillct.org/","APSEP",,,,,No,No,,No,No,="0",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1"
"Nonpublic Elementary and Secondary Schools","Avon",="0046821","The Webb School in the Valley","135 Darling Drive","Avon","CT",="06001","203-272-8463",,"https://instituteofliving.org/programs-services/the-webb-school-programs/the-webb-school-in-the-valley","APSEP",,,,,No,No,,No,No,="0",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1"
"Program","Avon School District",="0040111","Avon Early Learning Center at Roaring Brook School","30 Old Wheeler Lane","Avon","CT",="06001","860-404-4810","860-404-4813","https://pk.avon.k12.ct.us/",,"Pre-Kindergarten",,,="090012001737",No,No,,No,No,="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
"Public Schools","Avon School District",="0046111","Avon High School","510 West Avon Rd.","Avon","CT","06001-2519","860-404-4740","860-404-4743","https://ahs.avon.k12.ct.us/",,,"Traditional/General Education",,="090012000011",No,No,,No,No,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1"
"Public Schools","Avon School District",="0045111","Avon Middle School","375 West Avon Rd.","Avon","CT","06001-2208","860-404-4770","860-404-4773","https://ams.avon.k12.ct.us/",,,"Traditional/General Education",,="090012000012",No,No,"Targeted Assistance",No,No,="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="0",="0",="0",="0"
"Public School Districts","Avon School District",="0040011","Avon School District","200 Fisher Dr","Avon","CT",="06001","860-404-4700","860-404-4702","http://www.avon.k12.ct.us/",,,,,="0900120",No,No,,No,No,,,,,,,,,,,,,,
"Public Schools","Avon School District",="0040411","Pine Grove School","151 Scoville Rd.","Avon","CT","06001-3023","860-404-4790","860-404-4793","https://pgs.avon.k12.ct.us/",,,"Traditional/General Education",,="090012010010",No,No,,No,No,="0",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0",="0"
"Public Schools","Avon School District",="0040311","Roaring Brook School","30 Old Wheeler Ln.","Avon","CT","06001-4061","860-404-4810","860-404-4813","https://rbs.avon.k12.ct.us/",,,"Traditional/General Education",,="090012000013",No,No,"Targeted Assistance",No,No,="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0",="0"
"Public Schools","Avon School District",="0040511","Thompson Brook School","150 Thompson Rd.","Avon","CT","06001-2208","860-404-4870","860-404-4873","https://tbs.avon.k12.ct.us/",,,"Traditional/General Education",,="090012001367",No,No,"Targeted Assistance",No,No,="0",="0",="0",="0",="0",="0",="1",="1",="0",="0",="0",="0",="0",="0"
"Public Schools","Barkhamsted School District",="0050111","Barkhamsted Elementary School","65 Ripley Hill Rd.","Barkhamsted","CT",="06063","860-379-2729","860-379-4412","http://www.barkhamstedschool.org",,,"Traditional/General Education",,="090015000015",No,No,"Targeted Assistance",No,No,="1",="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0"
"Public School Districts","Barkhamsted School District",="0050011","Barkhamsted School District","65 Ripley Hill Road","Barkhamsted","CT",="06063","860-738-4016","860-379-4412","http://www.barkhamstedschool.org",,,,,="0900150",No,No,,No,No,,,,,,,,,,,,,,
"Program","Barkhamsted School District",="0050211","Bridges at Barkhamsted Elementary School","65 Ripley Hill Road","Barkhamsted","CT",="06063","860-379-8583","860-379-3498","http://www.barkhamstedschool.org",,"Special Education",,,,No,No,,No,No,="0",="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0"
"Program","Barkhamsted School District",="0058011","Shared Services Integrated Preschool","65 Ripley Hill Rd.","Barkhamsted","CT",="06063","860-379-2729",,"http://www.barkhamstedschool.org",,"Pre-Kindergarten",,,="090015001373",No,No,,No,No,="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
"Nonpublic Elementary and Secondary Schools","Berlin",="0070121","Prism Academy","166 Lincoln Street","Berlin","CT",="06037","860-495-0126",,"https://www.prismautism.com/prism-academy/","APSEP",,,,,No,No,,No,Yes,="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1"
"Nonpublic Elementary and Secondary Schools","Berlin",="0070221","Reach To Be","158 Webster Square Road","Berlin","CT",="06037","860-834-2368","866-734-8280","http://www.reachtobe.org","TVSP",,,,,No,No,,No,No,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1"
"Nonpublic Elementary and Secondary Schools","Berlin",="0075221","St. Paul School","461 Alling Street","Kensington","CT",="06037","860-829-6470","860-828-1226",,"Standard Non-Public",,,,,No,No,,Yes,No,="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0"
"Public Schools","Berlin School District",="0076111","Berlin High School","139 Patterson Way","Berlin","CT","06037-3146","860-828-6577",,"http://www.berlinschools.org",,,"Traditional/General Education",,="090021000016",No,No,,No,No,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1"
"Public School Districts","Berlin School District",="0070011","Berlin School District","238 Kensington Road","Berlin","CT",="06037","860-828-6581",,"http://www.berlinschools.org",,,,,="0900210",No,No,,No,No,,,,,,,,,,,,,,
"Public Schools","Berlin School District",="0075111","Catherine M. McGee Middle School","899 Norton Rd.","Berlin","CT","06037-3017","860-828-0323",,"http://www.berlinschools.org",,,"Traditional/General Education",,="090021000017",No,No,"Targeted Assistance",No,No,="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="0",="0",="0",="0"
"Program","Berlin School District",="0070311","Central Connecticut Transition Academy","362 Main Street","Berlin","CT",="06037","860-828-6581 x5001","860-829-0832","https://www.berlinschools.org/district/pupil_personnel_services/central_connecticut_transition_academy",,"Public Transition Program",,,,No,No,,No,No,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1"
"Public Schools","Berlin School District",="0070411","Emma Hart Willard School","1088 Norton Rd.","Berlin","CT","06037-3020","860-828-4151",,"http://www.berlinschools.org",,,"Traditional/General Education",,="090021000018",No,No,,No,No,="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0"
"Public Schools","Berlin School District",="0070511","Mary E. Griswold School","133 Heather Ln.","Kensington","CT","06037-2056","860-828-6336",,"http://www.berlinschools.org",,,"Traditional/General Education",,="090021000020",No,No,,No,No,="0",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0"
"Public Schools","Berlin School District",="0070111","Richard D. Hubbard School","139 Grove St.","East Berlin","CT","06023-1005","860-828-4119",,"http://www.berlinschools.org",,,"Traditional/General Education",,="090021000021",No,No,,No,No,="0",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0"
"Public Schools","Bethany School District",="0080111","Bethany Community School","44 Peck Road","Bethany","CT","06524-3322","203-393-3350","203-393-3849","http://www.bethany-ed.org",,,"Traditional/General Education",,="090024000022",No,No,"Targeted Assistance",No,No,="1",="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0"
"Public School Districts","Bethany School District",="0080011","Bethany School District","44 Peck Road","Bethany","CT",="06524","203-393-1170","203-393-0239","http://www.bethany-ed.org",,,,,="0900240",No,No,,No,No,,,,,,,,,,,,,,
"Nonpublic Elementary and Secondary Schools","Bethel",="0090182","Ability Beyond","4 Berkshire Road","Bethel","CT",="06801","203-826-3103",,"http://abilitybeyond.org/","TVSP",,,,,No,No,,No,No,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1"
