GeoName|GeoId|CDP02_53_EST|CDP02_53_ESTMOE|CDP02_53_PCT|CDP02_53_PCTMOE|CDP02_54_EST|CDP02_54_ESTMOE|CDP02_54_PCT|CDP02_54_PCTMOE|CDP02_57_EST|CDP02_57_ESTMOE|CDP02_57_PCT|CDP02_57_PCTMOE|CDP02_59_EST|CDP02_59_ESTMOE|CDP02_59_PCT|CDP02_59_PCTMOE|CDP02_61_EST|CDP02_61_ESTMOE|CDP02_61_PCT|CDP02_61_PCTMOE|CDP02_63_EST|CDP02_63_ESTMOE|CDP02_63_PCT|CDP02_63_PCTMOE
Louisburg Unified School District 416, KS|2008970|1760|265|-888888888|-888888888|1700|270|96.6|3.7|30|45|1.7|2.5|30|47|1.7|2.6|0|16|-888888888|1.7|0|16|-888888888|1.7
Lyndon Unified School District 421, KS|2009000|515|105|-888888888|-888888888|515|105|100|5.7|0|11|-888888888|5.7|0|11|-888888888|5.7|0|11|-888888888|5.7|0|11|-888888888|5.7
Lyons Unified School District 405, KS|2009030|670|105|-888888888|-888888888|560|110|83.6|9.9|105|67|15.7|9.8|0|11|-888888888|4.4|0|11|-888888888|4.4|0|11|-888888888|4.4
Macksville Unified School District 351, KS|2009060|180|53|-888888888|-888888888|160|52|88.9|9.6|20|16|11.1|9.6|0|11|-888888888|15.3|0|11|-888888888|15.3|0|11|-888888888|15.3
Madison-Virgil Unified School District 386, KS|2009090|215|71|-888888888|-888888888|215|71|100|13|0|11|-888888888|13|0|11|-888888888|13|0|11|-888888888|13|0|11|-888888888|13
Maize Unified School District 266, KS|2009140|9585|1020|-888888888|-888888888|9275|989|96.8|1.8|205|165|2.1|1.7|4|11|0|0.2|90|85|0.9|0.9|10|15|0.1|0.2
Manhattan Unified School District 383, KS|2009180|7910|366|-888888888|-888888888|7185|445|90.8|3|465|153|5.9|2|85|70|1.1|0.9|65|67|0.8|0.9|105|128|1.3|1.6
Marais des Cygnes Valley Unified School District 456, KS|2009480|295|90|-888888888|-888888888|290|90|98.3|2.5|0|11|-888888888|9.7|4|7|1.4|3.3|0|11|-888888888|9.7|0|11|-888888888|9.7
Marion-Florence Unified School District 408, KS|2009240|535|92|-888888888|-888888888|530|92|99.1|1.7|4|4|0.7|1|0|11|-888888888|5.4|4|6|0.7|1.2|0|11|-888888888|5.4
Marmaton Valley Unified School District 256, KS|2009660|245|93|-888888888|-888888888|245|93|100|11.5|0|11|-888888888|11.5|0|11|-888888888|11.5|0|11|-888888888|11.5|0|11|-888888888|11.5
Marysville Unified School District 364, KS|2000016|1000|117|-888888888|-888888888|965|110|96.5|2.1|15|17|1.5|1.7|0|16|-888888888|3|20|14|2|1.3|0|16|-888888888|3
McLouth Unified School District 342, KS|2009360|485|208|-888888888|-888888888|475|209|97.9|3|4|9|0.8|2.7|0|11|-888888888|6|0|11|-888888888|6|0|11|-888888888|6
McPherson Unified School District 418, KS|2009390|2570|235|-888888888|-888888888|2205|209|85.8|7.2|360|200|14|7.2|0|18|-888888888|1.2|4|8|0.2|0.3|0|18|-888888888|1.2
Mill Creek Valley Unified School District 329, KS|2003240|755|98|-888888888|-888888888|755|98|100|3.9|0|11|-888888888|3.9|0|11|-888888888|3.9|0|11|-888888888|3.9|0|11|-888888888|3.9
Minneola Unified School District 219, KS|2009600|170|45|-888888888|-888888888|170|45|100|16.1|0|11|-888888888|16.1|0|11|-888888888|16.1|0|11|-888888888|16.1|0|11|-888888888|16.1
Montezuma Unified School District 371, KS|2009630|290|94|-888888888|-888888888|230|79|79.3|11.1|10|16|3.4|5.1|55|35|19|10.8|0|11|-888888888|9.8|0|11|-888888888|9.8
Morris County Unified School District 417, KS|2005280|1045|145|-888888888|-888888888|1040|145|99.5|0.9|0|11|-888888888|2.8|0|11|-888888888|2.8|4|4|0.4|0.7|0|11|-888888888|2.8
Moundridge Unified School District 423, KS|2009780|555|214|-888888888|-888888888|545|214|98.2|2.9|4|11|0.7|2.4|0|11|-888888888|5.3|0|11|-888888888|5.3|0|11|-888888888|5.3
Mulvane Unified School District 263, KS|2009840|1935|372|-888888888|-888888888|1855|367|95.9|3.9|75|75|3.9|3.9|0|16|-888888888|1.5|0|16|-888888888|1.5|0|16|-888888888|1.5
Nemaha Unified School District 115, KS|2000353|910|161|-888888888|-888888888|870|160|95.6|3.8|20|21|2.2|2.6|20|28|2.2|3|0|11|-888888888|3.2|0|11|-888888888|3.2
Neodesha Unified School District 461, KS|2009900|790|128|-888888888|-888888888|785|128|99.4|2|10|13|1.3|1.9|0|11|-888888888|3.7|0|11|-888888888|3.7|0|11|-888888888|3.7
Ness City Unified School District 303, KS|2009930|275|54|-888888888|-888888888|235|42|85.5|11.8|45|36|16.4|11.4|0|11|-888888888|10.3|0|11|-888888888|10.3|0|11|-888888888|10.3
Newton Unified School District 373, KS|2009960|3880|363|-888888888|-888888888|3700|387|95.4|3.4|155|136|4|3.6|15|22|0.4|0.6|10|22|0.3|0.6|0|21|-888888888|0.8
Nickerson Unified School District 309, KS|2009990|1500|362|-888888888|-888888888|1470|358|98|2.1|15|20|1|1.4|0|16|-888888888|2|15|24|1|1.6|0|16|-888888888|2
North Central-Washington Schools Unified School District 108, KS|2000028|360|78|-888888888|-888888888|320|76|88.9|8.5|35|31|9.7|8.7|4|8|1.1|2.6|0|11|-888888888|8|0|11|-888888888|8
North Jackson Unified School District 335, KS|2004830|425|118|-888888888|-888888888|425|118|100|6.8|4|4|0.9|1.9|0|11|-888888888|6.8|0|11|-888888888|6.8|0|11|-888888888|6.8
North Lyon County Unified School District 251, KS|2003210|705|144|-888888888|-888888888|645|148|91.5|7.8|65|54|9.2|7.9|0|11|-888888888|4.2|0|11|-888888888|4.2|0|11|-888888888|4.2
North Ottawa County Unified School District 239, KS|2009570|525|99|-888888888|-888888888|525|99|100|5.6|0|11|-888888888|5.6|0|11|-888888888|5.6|0|11|-888888888|5.6|0|11|-888888888|5.6
Northeast Unified School District 246, KS|2003480|630|122|-888888888|-888888888|620|121|98.4|2.6|10|17|1.6|2.6|0|11|-888888888|4.6|0|11|-888888888|4.6|0|11|-888888888|4.6
Northern Valley Unified School District 212, KS|2003270|180|71|-888888888|-888888888|180|71|100|15.3|0|11|-888888888|15.3|0|11|-888888888|15.3|0|11|-888888888|15.3|0|11|-888888888|15.3
Norton Community Schools Unified School District 211, KS|2010020|665|44|-888888888|-888888888|665|44|100|4.4|0|11|-888888888|4.4|0|11|-888888888|4.4|0|11|-888888888|4.4|0|11|-888888888|4.4
Oakley Unified School District 274, KS|2010050|420|60|-888888888|-888888888|410|62|97.6|2.5|10|10|2.4|2.5|0|11|-888888888|6.9|0|11|-888888888|6.9|0|11|-888888888|6.9
Oberlin Unified School District 294, KS|2010080|390|48|-888888888|-888888888|390|46|100|7.4|4|4|1|2.1|4|4|1|2.2|0|11|-888888888|7.4|0|11|-888888888|7.4
Olathe Unified School District 233, KS|2010140|32020|1358|-888888888|-888888888|27110|1418|84.7|2|3295|626|10.3|1.9|520|189|1.6|0.6|505|187|1.6|0.6|590|234|1.8|0.7
Onaga-Havensville-Wheaton Unified School District 322, KS|2010170|260|88|-888888888|-888888888|260|88|100|10.9|0|11|-888888888|10.9|0|11|-888888888|10.9|0|11|-888888888|10.9|0|11|-888888888|10.9
Osage City Unified School District 420, KS|2010230|660|150|-888888888|-888888888|660|150|100|4.4|0|11|-888888888|4.4|0|11|-888888888|4.4|0|11|-888888888|4.4|0|11|-888888888|4.4
Osawatomie Unified School District 367, KS|2010260|900|238|-888888888|-888888888|900|238|100|3.3|0|16|-888888888|3.3|0|16|-888888888|3.3|0|16|-888888888|3.3|0|16|-888888888|3.3
Osborne County Unified School District 392, KS|2010290|335|62|-888888888|-888888888|320|62|95.5|6|10|12|3|3.7|0|11|-888888888|8.6|0|11|-888888888|8.6|0|11|-888888888|8.6
Oskaloosa Public Schools Unified School District 341, KS|2010320|560|155|-888888888|-888888888|560|155|100|5.2|4|2|0.7|1.8|0|11|-888888888|5.2|0|11|-888888888|5.2|0|11|-888888888|5.2
Oswego Unified School District 504, KS|2010350|360|98|-888888888|-888888888|335|90|93.1|9.5|0|11|-888888888|8|25|37|6.9|9.5|0|11|-888888888|8|0|11|-888888888|8
Ottawa Unified School District 290, KS|2000015|2855|246|-888888888|-888888888|2795|245|97.9|2.6|60|75|2.1|2.6|0|18|-888888888|1|0|18|-888888888|1|0|18|-888888888|1
Oxford Unified School District 358, KS|2010440|315|93|-888888888|-888888888|315|93|100|9.1|0|11|-888888888|9.1|0|11|-888888888|9.1|0|11|-888888888|9.1|0|11|-888888888|9.1
Paola Unified School District 368, KS|2010500|2400|306|-888888888|-888888888|2395|308|99.8|0.9|10|13|0.4|0.6|4|4|0.2|0.4|0|18|-888888888|1.2|0|18|-888888888|1.2
Paradise Unified School District 399, KS|2009850|155|56|-888888888|-888888888|155|56|100|17.5|0|11|-888888888|17.5|0|11|-888888888|17.5|0|11|-888888888|17.5|0|11|-888888888|17.5
Parsons Unified School District 503, KS|2010560|1375|211|-888888888|-888888888|1375|211|100|2.2|0|16|-888888888|2.2|0|16|-888888888|2.2|0|16|-888888888|2.2|0|16|-888888888|2.2
Peabody-Burns Unified School District 398, KS|2010590|330|91|-888888888|-888888888|315|92|95.5|5.7|0|11|-888888888|8.7|0|11|-888888888|8.7|10|12|3|4.1|0|11|-888888888|8.7
Perry Public Schools Unified School District 343, KS|2010620|1060|275|-888888888|-888888888|1025|273|96.7|3.8|10|13|0.9|1.4|20|32|1.9|3.1|10|14|0.9|1.4|0|16|-888888888|2.8
Phillipsburg Unified School District 325, KS|2010650|365|86|-888888888|-888888888|365|86|100|7.9|0|11|-888888888|7.9|0|11|-888888888|7.9|0|11|-888888888|7.9|0|11|-888888888|7.9
Pike Valley Unified School District 426, KS|2005310|210|43|-888888888|-888888888|210|43|100|13.3|0|11|-888888888|13.3|0|11|-888888888|13.3|0|11|-888888888|13.3|0|11|-888888888|13.3
Piper Unified School District 203, KS|2010680|3630|525|-888888888|-888888888|3490|513|96.1|2.8|4|10|0.1|0.3|15|22|0.4|0.6|105|96|2.9|2.6|15|24|0.4|0.7
Pittsburg Unified School District 250, KS|2010710|3905|285|-888888888|-888888888|3420|286|87.6|4.9|330|144|8.5|3.7|4|15|0.1|0.5|150|133|3.8|3.4|0|21|-888888888|0.8
Plainville Unified School District 270, KS|2010740|525|83|-888888888|-888888888|525|83|100|5.6|0|11|-888888888|5.6|0|11|-888888888|5.6|0|11|-888888888|5.6|0|11|-888888888|5.6
Pleasanton Unified School District 344, KS|2010770|470|117|-888888888|-888888888|465|117|98.9|2|4|4|0.9|1.4|0|11|-888888888|6.2|0|11|-888888888|6.2|0|11|-888888888|6.2
Prairie Hills Unified School District 113, KS|2000350|1490|186|-888888888|-888888888|1365|176|91.6|5.4|30|43|2|2.9|95|71|6.4|4.7|0|16|-888888888|2|0|16|-888888888|2
Prairie View Unified School District 362, KS|2008250|975|148|-888888888|-888888888|970|148|99.5|0.6|4|5|0.4|0.5|0|16|-888888888|3|0|16|-888888888|3|0|16|-888888888|3
Pratt Unified School District 382, KS|2010890|1475|125|-888888888|-888888888|1440|121|97.6|3.3|35|49|2.4|3.3|0|16|-888888888|2|0|16|-888888888|2|0|16|-888888888|2
Pretty Prairie Unified School District 311, KS|2010920|295|66|-888888888|-888888888|275|60|93.2|8.9|0|11|-888888888|9.7|20|28|6.8|8.9|0|11|-888888888|9.7|0|11|-888888888|9.7
Quinter Public Schools Unified School District 293, KS|2010950|355|76|-888888888|-888888888|355|76|100|8.1|0|11|-888888888|8.1|0|11|-888888888|8.1|0|11|-888888888|8.1|0|11|-888888888|8.1
Rawlins County Unified School District 105, KS|2000023|380|42|-888888888|-888888888|350|42|92.1|6.5|20|22|5.3|6.1|0|11|-888888888|7.6|0|11|-888888888|7.6|4|10|1.1|4
Remington-Whitewater Unified School District 206, KS|2006240|685|221|-888888888|-888888888|575|201|83.9|10.6|70|68|10.2|9.4|35|36|5.1|5.3|0|11|-888888888|4.3|0|11|-888888888|4.3
Renwick Unified School District 267, KS|2011080|2325|396|-888888888|-888888888|2310|395|99.4|0.6|0|16|-888888888|1.3|15|13|0.6|0.6|0|16|-888888888|1.3|0|16|-888888888|1.3
Republic County-Hillcrest Rural Schools Unified School District 109, KS|2000030|625|61|-888888888|-888888888|625|61|100|4.7|0|11|-888888888|4.7|0|11|-888888888|4.7|0|11|-888888888|4.7|0|11|-888888888|4.7
Riley County Unified School District 378, KS|2011100|1040|324|-888888888|-888888888|985|308|94.7|7.1|0|16|-888888888|2.8|0|16|-888888888|2.8|55|79|5.3|7.1|0|16|-888888888|2.8
Riverside Unified School District 114, KS|2000351|420|66|-888888888|-888888888|410|67|97.6|3.4|10|13|2.4|3.4|0|11|-888888888|6.9|0|11|-888888888|6.9|0|11|-888888888|6.9
Riverton Unified School District 404, KS|2011130|550|183|-888888888|-888888888|550|183|100|5.3|0|11|-888888888|5.3|0|11|-888888888|5.3|0|11|-888888888|5.3|0|11|-888888888|5.3
Rock Creek Unified School District 323, KS|US20004|1180|200|-888888888|-888888888|1125|197|95.3|4|35|33|3|2.8|0|16|-888888888|2.5|0|16|-888888888|2.5|20|32|1.7|2.6
Rock Hills Unified School District 107, KS|2000029|395|60|-888888888|-888888888|390|60|98.7|2|0|11|-888888888|7.3|4|8|1|2.3|0|11|-888888888|7.3|0|11|-888888888|7.3
Rolla Unified School District 217, KS|2011190|275|85|-888888888|-888888888|250|81|90.9|8.5|15|18|5.5|6.5|10|13|3.6|4.9|0|11|-888888888|10.3|0|11|-888888888|10.3
Rose Hill Public Schools Unified School District 394, KS|2011250|1850|227|-888888888|-888888888|1835|227|99.2|1|0|16|-888888888|1.6|10|17|0.5|1|4|9|0.2|0.5|0|16|-888888888|1.6
Royal Valley Unified School District 337, KS|2009320|565|136|-888888888|-888888888|535|138|94.7|3.4|0|11|-888888888|5.2|0|11|-888888888|5.2|0|11|-888888888|5.2|30|19|5.3|3.4
Rural Vista Unified School District 481, KS|2007440|385|150|-888888888|-888888888|385|150|100|7.5|0|11|-888888888|7.5|0|11|-888888888|7.5|0|11|-888888888|7.5|0|11|-888888888|7.5
Russell County Unified School District 407, KS|2011310|1015|133|-888888888|-888888888|1000|132|98.5|1.9|15|18|1.5|1.9|0|16|-888888888|2.9|0|16|-888888888|2.9|0|16|-888888888|2.9
Salina Unified School District 305, KS|2011370|8700|349|-888888888|-888888888|7720|467|88.7|3.5|705|264|8.1|3.1|55|51|0.6|0.6|110|77|1.3|0.9|110|136|1.3|1.6
Santa Fe Trail Unified School District 434, KS|2010410|1145|208|-888888888|-888888888|1120|204|97.8|2.7|20|28|1.7|2.5|4|12|0.3|1.4|0|16|-888888888|2.6|0|16|-888888888|2.6
Scott County Unified School District 466, KS|2000017|1185|120|-888888888|-888888888|760|97|64.1|7|405|99|34.2|6.9|20|30|1.7|2.6|0|16|-888888888|2.5|0|16|-888888888|2.5
Seaman Unified School District 345, KS|2011490|3685|440|-888888888|-888888888|3645|451|98.9|1.1|30|34|0.8|1|0|21|-888888888|0.8|10|19|0.3|0.5|0|21|-888888888|0.8
Sedgwick Public Schools Unified School District 439, KS|2011550|440|153|-888888888|-888888888|440|153|100|6.6|0|11|-888888888|6.6|0|11|-888888888|6.6|0|11|-888888888|6.6|0|11|-888888888|6.6
Shawnee Heights Unified School District 450, KS|2012180|4000|638|-888888888|-888888888|3905|594|97.6|2.8|95|118|2.4|2.8|0|21|-888888888|0.7|0|21|-888888888|0.7|0|21|-888888888|0.7
Shawnee Mission Public Schools Unified School District, KS|2011640|34250|1255|-888888888|-888888888|30815|1285|90|1.6|2325|474|6.8|1.4|440|262|1.3|0.8|370|185|1.1|0.5|300|165|0.9|0.5
Silver Lake Unified School District 372, KS|2011700|830|267|-888888888|-888888888|820|265|98.8|1.9|0|11|-888888888|3.5|0|11|-888888888|3.5|10|16|1.2|1.9|0|11|-888888888|3.5
Skyline Schools Unified School District 438, KS|2011430|290|96|-888888888|-888888888|285|94|98.3|2.9|4|9|1.4|3.6|0|11|-888888888|9.8|0|11|-888888888|9.8|0|11|-888888888|9.8
Smith Center Unified School District 237, KS|US20007|350|57|-888888888|-888888888|330|55|94.3|7.7|0|11|-888888888|8.2|25|26|7.1|7.4|0|11|-888888888|8.2|0|11|-888888888|8.2
Smoky Valley Unified School District 400, KS|US20002|1010|228|-888888888|-888888888|970|227|96|3.9|30|32|3|3.3|15|22|1.5|2.2|0|16|-888888888|2.9|0|16|-888888888|2.9
Solomon Unified School District 393, KS|2011760|460|134|-888888888|-888888888|460|134|100|6.3|0|11|-888888888|6.3|0|11|-888888888|6.3|0|11|-888888888|6.3|0|11|-888888888|6.3
South Barber Unified School District 255, KS|2008130|220|54|-888888888|-888888888|220|54|100|12.7|4|3|1.8|4|0|11|-888888888|12.7|0|11|-888888888|12.7|0|11|-888888888|12.7
South Brown County Unified School District 430, KS|2007470|620|83|-888888888|-888888888|580|86|93.5|3.6|20|17|3.2|2.8|4|4|0.6|0.7|0|11|-888888888|4.7|15|18|2.4|2.9
South Haven Unified School District 509, KS|2011790|265|144|-888888888|-888888888|265|144|100|10.7|0|11|-888888888|10.7|0|11|-888888888|10.7|0|11|-888888888|10.7|0|11|-888888888|10.7
Southeast of Saline Unified School District 306, KS|US20001|450|171|-888888888|-888888888|445|170|98.9|1.5|4|8|0.9|1.9|0|11|-888888888|6.4|0|11|-888888888|6.4|0|11|-888888888|6.4
Southern Lyon County Unified School District 252, KS|2006930|610|130|-888888888|-888888888|590|135|96.7|2.8|15|16|2.5|3.4|0|11|-888888888|4.8|0|11|-888888888|4.8|0|11|-888888888|4.8
Spearville Unified School District 381, KS|2011820|285|80|-888888888|-888888888|280|80|98.2|2.5|4|6|1.4|2.1|0|11|-888888888|10|0|11|-888888888|10|0|11|-888888888|10
Spring Hill Unified School District 230, KS|2011850|5210|777|-888888888|-888888888|5035|770|96.6|4.1|160|211|3.1|4|0|21|-888888888|0.6|15|22|0.3|0.4|0|21|-888888888|0.6
St. Francis Community Schools Unified School District 297, KS|2011880|225|61|-888888888|-888888888|180|59|80|13|35|24|15.6|10.4|10|16|4.4|7.2|0|11|-888888888|12.5|0|11|-888888888|12.5
St. John-Hudson Unified School District 350, KS|2011910|395|85|-888888888|-888888888|370|87|93.7|6.8|25|23|6.3|6.8|0|11|-888888888|7.3|0|11|-888888888|7.3|0|11|-888888888|7.3
Stafford Unified School District 349, KS|2011970|200|66|-888888888|-888888888|190|65|95|6.9|4|8|2|4.4|0|11|-888888888|13.9|0|11|-888888888|13.9|4|3|2|4.3
Sterling Unified School District 376, KS|2012030|605|94|-888888888|-888888888|595|95|98.3|2.4|0|11|-888888888|4.8|4|11|0.7|2.6|0|11|-888888888|4.8|0|11|-888888888|4.8
Stockton Unified School District 271, KS|2012060|295|61|-888888888|-888888888|295|61|100|9.7|0|11|-888888888|9.7|0|11|-888888888|9.7|0|11|-888888888|9.7|0|11|-888888888|9.7
Sublette Unified School District 374, KS|2012090|530|92|-888888888|-888888888|310|89|58.5|13.4|120|53|22.6|9.9|95|61|17.9|10.5|0|11|-888888888|5.5|0|11|-888888888|5.5
Sylvan Grove Unified School District 299, KS|2012120|345|94|-888888888|-888888888|325|88|94.2|7.1|0|11|-888888888|8.3|20|25|5.8|7.1|0|11|-888888888|8.3|0|11|-888888888|8.3
Syracuse Unified School District 494, KS|2012150|615|91|-888888888|-888888888|370|69|60.2|12.5|245|99|39.8|12.5|0|11|-888888888|4.8|0|11|-888888888|4.8|0|11|-888888888|4.8
Thunder Ridge Unified School District 110, KS|2000346|260|65|-888888888|-888888888|260|65|100|10.9|0|11|-888888888|10.9|0|11|-888888888|10.9|4|2|1.5|4.3|0|11|-888888888|10.9
Tonganoxie Unified School District 464, KS|2012210|2215|364|-888888888|-888888888|2190|368|98.9|2|25|42|1.1|2|0|18|-888888888|1.3|0|18|-888888888|1.3|0|18|-888888888|1.3
Topeka Public Schools Unified School District 501, KS|2012260|15475|778|-888888888|-888888888|13590|825|87.8|2.7|1770|415|11.4|2.6|50|56|0.3|0.4|50|55|0.3|0.4|15|28|0.1|0.2
Troy Public Schools Unified School District 429, KS|2012330|400|74|-888888888|-888888888|390|74|97.5|3.3|0|11|-888888888|7.2|10|13|2.5|3.3|0|11|-888888888|7.2|0|11|-888888888|7.2
Turner Unified School District 202, KS|2012360|3570|602|-888888888|-888888888|2235|510|62.6|8.7|1245|341|34.9|8|0|18|-888888888|0.8|95|121|2.7|3.4|0|18|-888888888|0.8
Twin Valley Unified School District 240, KS|2003960|470|101|-888888888|-888888888|460|102|97.9|3|10|14|2.1|3|0|11|-888888888|6.2|0|11|-888888888|6.2|0|11|-888888888|6.2
Udall Unified School District 463, KS|2012390|410|117|-888888888|-888888888|410|117|100|7.1|0|11|-888888888|7.1|0|11|-888888888|7.1|0|11|-888888888|7.1|0|11|-888888888|7.1
Ulysses Unified School District 214, KS|2012420|1875|127|-888888888|-888888888|1125|248|60|12.1|730|223|38.9|12.2|25|34|1.3|1.8|0|16|-888888888|1.6|0|16|-888888888|1.6
Uniontown Unified School District 235, KS|2012450|810|179|-888888888|-888888888|810|179|100|3.6|0|11|-888888888|3.6|0|11|-888888888|3.6|0|11|-888888888|3.6|0|11|-888888888|3.6
Valley Center Public Schools Unified School District 262, KS|2012510|3350|531|-888888888|-888888888|3155|545|94.2|5.3|200|174|6|5.3|0|18|-888888888|0.9|0|18|-888888888|0.9|0|18|-888888888|0.9
Valley Falls Unified School District 338, KS|2012540|405|106|-888888888|-888888888|395|104|97.5|2.1|4|8|1|3.3|4|6|1|1.4|0|11|-888888888|7.1|0|11|-888888888|7.1
Valley Heights Unified School District 498, KS|2012780|390|66|-888888888|-888888888|385|66|98.7|1.9|0|11|-888888888|7.4|4|4|1|1.3|0|11|-888888888|7.4|0|11|-888888888|7.4
Vermillion Unified School District 380, KS|2004560|385|77|-888888888|-888888888|370|76|96.1|5.1|0|11|-888888888|7.5|15|17|3.9|4.4|4|6|1|1.4|0|11|-888888888|7.5
Victoria Unified School District 432, KS|2012600|280|107|-888888888|-888888888|280|107|100|10.2|0|11|-888888888|10.2|0|11|-888888888|10.2|0|11|-888888888|10.2|0|11|-888888888|10.2
Wabaunsee East Unified School District 330, KS|2006060|410|95|-888888888|-888888888|405|94|98.8|2.1|4|9|1|2.6|0|11|-888888888|7.1|0|11|-888888888|7.1|0|11|-888888888|7.1
Waconda Unified School District 272, KS|2004470|450|139|-888888888|-888888888|440|138|97.8|3.4|0|11|-888888888|6.4|4|10|0.9|2.8|0|11|-888888888|6.4|0|11|-888888888|6.4
WaKeeney Unified School District 208, KS|2012630|390|64|-888888888|-888888888|390|64|100|7.4|4|5|1|2|0|11|-888888888|7.4|0|11|-888888888|7.4|0|11|-888888888|7.4
Wallace County Schools Unified School District 241, KS|2011610|210|56|-888888888|-888888888|205|55|97.6|3.5|4|6|1.9|2.6|0|11|-888888888|13.3|0|11|-888888888|13.3|0|11|-888888888|13.3
Wamego Unified School District 320, KS|US20003|1875|252|-888888888|-888888888|1855|257|98.9|1.8|4|8|0.2|0.4|20|31|1.1|1.7|0|16|-888888888|1.6|0|16|-888888888|1.6
Wellington Unified School District 353, KS|2012840|1695|213|-888888888|-888888888|1685|212|99.4|1|4|6|0.2|0.4|0|16|-888888888|1.8|10|13|0.6|0.8|0|16|-888888888|1.8
Wellsville Unified School District 289, KS|2012870|895|149|-888888888|-888888888|855|146|95.5|4.7|30|39|3.4|4.3|10|17|1.1|1.9|0|11|-888888888|3.3|0|11|-888888888|3.3
